id,Title,Year,Rating,Genre,Director,Writer,Cast,Language,Country,Type
3383040,700 Sundays,2014,TV-MA,"Biography, Comedy",Des McAnuff,"Billy Crystal, Alan Zweibel (additional material)",Billy Crystal,English,USA,movie
2370248,Short Term 12,2013,R,Drama,Destin Daniel Cretton,Destin Daniel Cretton,"Brie Larson, John Gallagher Jr., Stephanie Beatriz, Rami Malek",English,USA,movie
2293288,Plum,2013,R,"Fantasy, Horror, Sci-Fi",Deuandra T. Brown,"Deuandra T. Brown (story), Deuandra T. Brown, Deuandra T. Brown","Cherie Johnson, Deuandra T. Brown, Tomas Johansson, Bubba Ganter",English,USA,movie
3030040,Plum,2013,R,"Fantasy, Horror, Sci-Fi",Deuandra T. Brown,"Deuandra T. Brown (story), Deuandra T. Brown, Deuandra T. Brown","Cherie Johnson, Deuandra T. Brown, Bubba Ganter, Rick Crawford",English,USA,movie
2881698,Skinwalker Ranch,2013,R,"Biography, Horror, Mystery","Devin McGinn, Steve Berg","Steve Berg (story), Ken Bretschneider (story), Devin McGinn (story), Murphy Michaels (story), Adam Ohler","Britani Bateman, Taylor Bateman, Steve Berg, Michael Black",English,USA,movie
1262990,Paradise,2013,PG-13,"Comedy, Drama",Diablo Cody,Diablo Cody,"Julianne Hough, Nick Offerman, Holly Hunter, Russell Brand",English,USA,movie
1981007,Paradise,2013,PG-13,"Comedy, Drama",Diablo Cody,Diablo Cody,"Julianne Hough, Nick Offerman, Holly Hunter, Kathleen Rose Perkins",English,USA,movie
2691748,Lokhay,2013,TV-14,"Crime, Drama, Mystery",Diana Valentine,"Shane Brennan (created by), Joseph C. Wilson","Chris O'Donnell, Daniela Ruah, Eric Christian Olsen, Barrett Foa",English,USA,episode
3161958,Fallout,2013,TV-14,"Crime, Drama, Mystery",Diana Valentine,"Shane Brennan (created by), Joseph C. Wilson","Chris O'Donnell, Daniela Ruah, Eric Christian Olsen, Barrett Foa",English,USA,episode
3236408,Three Hearts,2014,TV-14,"Crime, Drama, Mystery",Diana Valentine,"Shane Brennan (created by), Dave Kalstein, Kyle Harimoto","Chris O'Donnell, Daniela Ruah, Eric Christian Olsen, Barrett Foa",English,USA,episode
4010220,The 3rd Choir,2014,TV-14,"Crime, Drama, Mystery",Diana Valentine,"Shane Brennan (created by), Dana Scanlon, R. Scott Gemmill","Chris O'Donnell, Daniela Ruah, Eric Christian Olsen, Barrett Foa",English,USA,episode
1621046,Cesar Chavez,2014,PG-13,Biography,Diego Luna,"Keir Pearson (screenplay), Timothy J. Sexton","Kerry Adra, Maynor Alvarado, Yancey Arias, Wes Bentley","English, Spanish","USA, Mexico",movie
2785390,America: Imagine the World Without Her,2014,PG-13,Documentary,"Dinesh D'Souza, John Sullivan","Dinesh D'Souza, John Sullivan, Bruce Schooley","Dinesh D'Souza, Barack Obama, Josh Bonzie, Rich Bentz",English,USA,movie
2171867,Empire State,2013,R,"Action, Crime, Drama",Dito Montiel,Adam Mazer,"Liam Hemsworth, Michael Angarano, Dwayne Johnson, Paul Ben-Victor",English,USA,movie
2472742,Different Drummers,2013,PG,"Drama, Family","Don Caron, Lyle Hatcher","Don Caron, Lyle Hatcher","Brayden Tucker, Ethan Reed McKay, Colleen Carey, D.R. Anderson",English,USA,movie
2960608,Different Drummers,2013,PG,"Drama, Family","Don Caron, Lyle Hatcher","Don Caron, Lyle Hatcher","Brayden Tucker, Ethan Reed McKay, Colleen Carey, D.R. Anderson",English,USA,movie
3448716,Associates,2014,TV-MA,"Comedy, Drama",Don Cheadle,"Matthew Carnahan (creator), David Walpert","Don Cheadle, Kristen Bell, Ben Schwartz, Josh Lawson",English,USA,episode
2245084,Big Hero 6,2014,PG,"Animation, Action, Comedy","Don Hall, Chris Williams","Don Hall, Jordan Roberts, Robert L. Baird, Duncan Rouleau (comic), Paul Briggs (head of story), Steven T. Seagle (comic)","Genesis Rodriguez, Jamie Chung, T.J. Miller, Alan Tudyk",English,USA,movie
3345508,Kill the Messenger,2014,TV-MA,"Action, Crime, Drama",Don Kurt,"Graham Yost (developed for television by), Ingrid Escajeda, Elmore Leonard (short story ""Fire in the Hole"")","Timothy Olyphant, Nick Searcy, Jere Burns, Joelle Carter",English,USA,episode
2230358,Curse of Chucky,2013,R,"Crime, Horror, Thriller",Don Mancini,"Don Mancini (characters), Don Mancini","Chantal Quesnelle, Fiona Dourif, Jordan Gavaris, Danielle Bisutti",English,USA,movie
2555426,Company of Heroes,2013,R,"Action, War",Don Michael Paul,"David Reed (screenplay), Danny Bilson (story), Paul De Meo (story)","Tom Sizemore, Chad Michael Collins, Vinnie Jones, Dimitri Diatchenko","English, German",USA,movie
3164208,Taken: The Search for Sophie Parker,2013,TV-PG,"Drama, Mystery, Thriller",Don Michael Paul,"Ellis Black, Rafael Jordan","Julie Benz, Amy Bailey, Jeffrey Meek, Naomi Battrick",English,USA,movie
3699508,Jarhead 2: Field of Fire,2014,R,"Action, Drama, War",Don Michael Paul,"Berkeley Anderson, Ellis Black","Daniel Coetzer, Amr El-Bayoumi, Jesse Garcia, Cole Hauser",English,USA,movie
3776288,Sniper: Legacy,2014,R,"Action, Thriller",Don Michael Paul,"John Fasano (screenplay), John Fasano (story), Don Michael Paul (screenplay)","Doug Allen, Asen Asenov, Tom Berenger, Chad Michael Collins",English,USA,movie
2461862,The Oscars,2013,TV-14,N/A,Don Mischer,"Leslie Dixon, Jon Macks, Matt Roberts, Jesse Joyce (special material written by), Seth MacFarlane (special material written by), Billy Martin (special material written by), Patrick Meighan (special material written by), Julius Sharpe (special material written by), Danny Smith (special material written by), Alec Sulkin (special material written by), John Viener (special material written by)","Seth MacFarlane, Joseph Gordon-Levitt, Jennifer Lawrence, Daniel Radcliffe",English,USA,movie
2972032,Gem of the Rainforest,2013,Not Rated,Action,Don Okolo,Don Okolo,"Ramsey Nouah, Perez Egbi, Joe Grisaffi, Kae Shakir",English,USA,movie
3265466,Kerry Washington/Eminem,2013,TV-PG,"Comedy, Music",Don Roy King,"Seth Meyers (head writer), Colin Jost (head writer), Rob Klein (head writer), James Anderson, Michael Che, Mikey Day, Steve Higgins, Zach Kanin, Chris Kelly, Erik Kenward, Lorne Michaels, Claire Mulaney, Josh Patten, Tim Robinson, Sarah Schneider, Pete Schultz, Kent Sublette, Alex Baze","Kerry Washington, Vanessa Bayer, Aidy Bryant, Taran Killam",English,USA,episode
3418616,Drake,2014,TV-14,"Comedy, Music",Don Roy King,"Seth Meyers (head writer), Colin Jost (head writer), Rob Klein (head writer), James Anderson, Michael Che, Mikey Day, Steve Higgins, Leslie Jones, Zach Kanin, Chris Kelly, Erik Kenward, Lorne Michaels, Claire Mulaney, Josh Patten, Katie Rich, Tim Robinson, Sarah Schneider, Pete Schultz, Kent Sublette, LaKendra Tookes, Alex Baze","Aubrey Graham, Vanessa Bayer, Aidy Bryant, Taran Killam",English,USA,episode
4028058,Chris Pratt/Ariana Grande,2014,TV-PG,"Comedy, Music",Don Roy King,"Colin Jost (head writer), Rob Klein (head writer), Bryan H. Tucker (head writer), James Anderson, Jeremy Beiler, Michael Che, Mikey Day, Steve Higgins, Leslie Jones, Zach Kanin, Erik Kenward, Dave McCary, Lorne Michaels, Claire Mulaney, Michael Patrick O'Brien, Josh Patten, Alison Rich, Katie Rich, Tim Robinson, Natasha Rothwell, Nicholas Rutherford, Pete Schultz, Streeter Seidell, James Downey (additional sketch), Pete Schultz (head writer)","Chris Pratt, Vanessa Bayer, Aidy Bryant, Taran Killam",English,USA,episode
790628,The Incredible Burt Wonderstone,2013,PG-13,Comedy,Don Scardino,"Jonathan M. Goldstein (screenplay), John Francis Daley (screenplay), Chad Kultgen (story), Tyler Mitchell (story), Jonathan M. Goldstein (story), John Francis Daley (story)","Steve Carell, Steve Buscemi, Olivia Wilde, Jim Carrey",English,USA,movie
2584090,Browsers,2013,TV-14,"Comedy, Musical",Don Scardino,David Javerbaum,"Bebe Neuwirth, Brigette Davidovici, Dustin Ingram, Marque Richardson",English,USA,movie
2599544,Bunk Bed,2013,TV-14,Comedy,Don Scardino,"Mindy Kaling (created by), Jeremy Bronson, Ike Barinholtz (executive story editor), David Stassen (executive story editor)","Mindy Kaling, Chris Messina, Ed Weeks, Anna Camp",English,USA,episode
2801464,And the Soft Opening,2013,TV-14,Comedy,Don Scardino,"Michael Patrick King (creator), Whitney Cummings (creator), Michael Patrick King","Kat Dennings, Beth Behrs, Garrett Morris, Jonathan Kite",English,USA,episode
3354354,And the Life After Death,2013,TV-14,Comedy,Don Scardino,"Michael Patrick King (created by), Whitney Cummings (created by), Molly McAleer","Kat Dennings, Beth Behrs, Garrett Morris, Jonathan Kite",English,USA,episode
3792858,The First Echo,2014,PG-13,"Short, Sci-Fi",Donald Baker,Juan 'Wolfman' Ramirez,"Mike Chatman, David Harper, Logan Hunt, James Aston Lake",English,USA,movie
3306768,The Kidnapping of Pukie Smith,2014,Not Rated,"Short, Crime",Donald Bittinger,David Keane,"Tristan Buckner, Travis Sohns, Rick Wells",English,USA,movie
3309810,The Kidnapping of Pukie Smith,2014,Not Rated,"Short, Crime",Donald Bittinger,David Keane,"Tristan Buckner, Travis Sohns, Rick Wells",English,USA,movie
3011874,Marvin Hamlisch: What He Did for Love,2013,TV-PG,"Documentary, Biography, Music",Dori Berinstein,Dori Berinstein,"Woody Allen, Ann-Margret, Lucie Arnaz, Carole Bayer Sager",English,"USA, UK",movie
2641874,Dirty Teacher,2013,TV-14,"Drama, Mystery, Thriller",Doug Campbell,"Barbara Kymlicka, Ken Sanders (story)","Josie Davis, Kelcie Stranahan, Cameron Deane Stewart, Darlene Vogel",English,USA,movie
3205304,The Cheating Pact,2013,TV-14,"Crime, Drama, Thriller",Doug Campbell,"Doug Campbell, Barbara Kymlicka, Ken Sanders (story)","Daniela Bobadilla, Laura Ashley Samuels, Laura Wiggins, Max Carver",English,USA,movie
3206776,Missing at 17,2013,TV-14,"Drama, Mystery, Thriller",Doug Campbell,Christine Conradt,"Ayla Kell, Tricia O'Kelley, Ben Gavin, Alex Carter",English,USA,movie
3509114,Death Clique,2014,TV-PG,"Drama, Mystery, Thriller",Doug Campbell,Barbara Kymlicka,"Barbara Alyn Woods, Tina Ivlev, Lexi Ainsworth, Brittany Underwood",English,USA,movie
2123342,Underdogs,2013,PG,"Drama, Family, Sport",Doug Dearth,"David Latham (screenplay), Benjamin Suarez (story)","D.B. Sweeney, William Mapother, Richard Portnow, Logan Huffman",English,USA,movie
1631867,Edge of Tomorrow,2014,PG-13,"Action, Sci-Fi",Doug Liman,"Christopher McQuarrie (screenplay), Jez Butterworth (screenplay), John-Henry Butterworth (screenplay), Hiroshi Sakurazaka (novel)","Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton",English,"USA, Australia",movie
1913166,Nurse 3D,2013,R,"Horror, Thriller",Douglas Aarniokoski,"Douglas Aarniokoski, David Loughery","Judd Nelson, Kathleen Turner, Katrina Bowden, Paz de la Huerta",English,USA,movie
2757556,Nanny Dearest,2013,TV-14,"Crime, Drama, Mystery",Douglas Aarniokoski,"Jeff Davis (creator), Virgil Williams","Joe Mantegna, Shemar Moore, Matthew Gray Gubler, A.J. Cook","English, Spanish",USA,episode
3236558,Route 66,2013,TV-14,"Crime, Drama, Mystery",Douglas Aarniokoski,"Jeff Davis (creator), Virgil Williams","Joe Mantegna, Shemar Moore, Matthew Gray Gubler, A.J. Cook",English,USA,episode
3262042,The Midnight Ride,2013,TV-14,"Adventure, Drama, Fantasy",Douglas Aarniokoski,"Roberto Orci (created by), Alex Kurtzman (created by), Phillip Iscove (created by), Len Wiseman (created by), Heather V. Regnier","Tom Mison, Nicole Beharie, Orlando Jones, Katia Winter",English,USA,episode
3313346,The Midnight Ride,2013,TV-14,"Adventure, Drama, Fantasy",Douglas Aarniokoski,"Roberto Orci (created by), Alex Kurtzman (created by), Phillip Iscove (created by), Len Wiseman (created by), Heather V. Regnier","Tom Mison, Nicole Beharie, Orlando Jones, Katia Winter",English,USA,episode
3337668,Seeing Red,2014,TV-14,"Action, Adventure, Crime",Douglas Aarniokoski,"Greg Berlanti (developed by), Marc Guggenheim (developed by), Andrew Kreisberg (developed by), Wendy Mericle, Beth Schwartz","Stephen Amell, Katie Cassidy, David Ramsey, Willa Holland",English,USA,episode
3519120,Rabid,2014,TV-14,"Crime, Drama, Mystery",Douglas Aarniokoski,"Jeff Davis (created by), Virgil Williams","Joe Mantegna, Shemar Moore, Matthew Gray Gubler, A.J. Cook",English,USA,episode
3526228,And the Abyss Gazes Back,2014,TV-14,"Adventure, Drama, Fantasy",Douglas Aarniokoski,"Roberto Orci (created by), Alex Kurtzman (created by), Len Wiseman (created by), Phillip Iscove (created by), Heather V. Regnier","Tom Mison, Nicole Beharie, Orlando Jones, Katia Winter",English,USA,episode
1999987,Breathe In,2013,R,"Drama, Romance",Drake Doremus,"Drake Doremus, Ben York Jones","Guy Pearce, Felicity Jones, Amy Ryan, Mackenzie Davis",English,USA,movie
2004144,A Decade of Decadence: The Final Goodbye,2013,R,"Documentary, Short, Biography",Drew Glick,Drew Glick,"Tod Boulware, Chen Drachman, Drew Glick, Mitchell L. Mack",English,USA,movie
2199902,"A Decade of Decadence, Pt. 2: Legacy of Dreams",2013,PG-13,Documentary,Drew Glick,Drew Glick (creator),"Gordon Auld, Howie Boulware Jr., Tod Boulware, Chen Drachman",English,USA,movie
1828959,Make Your Move,2013,PG-13,Musical,Duane Adler,Duane Adler (screenplay),"Derek Hough, BoA, Will Yun Lee, Wesley Jonathan",English,"South Korea, USA",movie
2708242,Na Ki'i,2013,TV-14,"Action, Crime, Drama",Duane Clark,"Roberto Orci (developed by), Alex Kurtzman (developed by), Peter M. Lenkov (developed by), Leonard Freeman (creator), Stephanie Sengupta (teleplay), Michael Reisz (story)","Alex O'Loughlin, Scott Caan, Daniel Dae Kim, Grace Park",English,USA,episode
3074168,Ka 'oia'i'o ma loko,2013,TV-14,"Action, Crime, Drama",Duane Clark,"Peter M. Lenkov (developer), Alex Kurtzman (developer), Roberto Orci (developer), Leonard Freeman (creator), Steven Lilien, Bryan Wynbrandt","Alex O'Loughlin, Scott Caan, Daniel Dae Kim, Grace Park",English,USA,episode
3297340,Off the Record,2013,TV-14,"Drama, Thriller",Duane Clark,Nick Santora,"Billy Brown, Tom Bruno, Hilarie Burton, Rhys Coiro",English,USA,episode
3111272,"Die Sister, Die!",2013,Not Rated,Horror,Dustin Ferguson,"Dustin Ferguson, Jeremy Lubash, Mark Thimijan","Jennii Caroline, Brandyn Christians, Desiree Folsom, Ellen Gould",English,USA,movie
2326574,The Identical,2014,PG,"Drama, Music",Dustin Marcellino,Howard Klausner,"Ray Liotta, Ashley Judd, Seth Green, Joe Pantoliano",English,USA,movie
2503968,Night of the Tentacles,2013,Not Rated,Horror,Dustin Mills,Dustin Mills,"Michael Blaie, Melissa Blair, Eugene Flynn, Nicole Gerity",English,USA,movie
2691554,Bath Salt Zombies,2013,Not Rated,Horror,Dustin Mills,"Dustin Mills, Clint Weiler","Jake Benson, Josh Eal, Ethan Holey, Jackie McKown",English,USA,movie
3290872,Skinless,2013,Not Rated,Horror,Dustin Mills,"Dustin Mills, Brandon Salkil","Allison Fitzgerald, Dave Parker, Erin R. Ryan, Brandon Salkil",English,USA,movie
1440743,Easy Rider: The Ride Back,2013,R,"Adventure, Drama",Dustin Rikert,"Phil Pitzer, Dustin Rikert","Chris Engen, Sheree J. Wilson, Jeff Fahey, Michelle Borth",English,USA,movie
1733582,Born Wild,2013,R,Drama,Dustin Rikert,"William Shockley, Dustin Rikert","Barry Corbin, Joe Lando, Justin Deeley, William Shockley",English,USA,movie
2098799,A Country Christmas,2013,PG,Family,Dustin Rikert,"William Shockley, Dustin Rikert, Eric Brooks","Joey Lauren Adams, William Shockley, Abraham Benrubi, Kevin Pollak",English,USA,movie
2991134,Cradle,2013,TV-14,Drama,Dustin Street,"Dustin Street (creator), Dustin Street","Austin Olive, Tanesha Franklin-White, Michelle Hachten, Kacy Tiller",English,USA,episode
3012452,Grave,2013,TV-14,Drama,Dustin Street,"Dustin Street (creator), Dustin Street","Austin Olive, Tanesha Franklin-White, Michelle Hachten, Kacy Tiller",English,USA,episode
3052370,Breaking,2013,TV-14,Drama,Dustin Street,"Hannah Faith Rader, Dustin Street (creator)","Austin Olive, Tanesha Franklin-White, Michelle Hachten, Kacy Tiller",English,USA,episode
3052400,Entering,2013,TV-14,Drama,Dustin Street,"Hannah Faith Rader, Dustin Street (creator)","Austin Olive, Tanesha Franklin-White, Michelle Hachten, Kacy Tiller",English,USA,episode
3687288,Pomp,2014,TV-14,Drama,Dustin Street,"Dustin Street (creator), Dustin Street","Austin Olive, Tanesha Franklin-White, Nathan Justin Smith, Michelle Hachten",English,USA,episode
2543876,Intersection,2013,TV-14,"Action, Crime, Drama",Dwight H. Little,"Craig Silverstein (developed by), Brandon Guercio, Luc Besson (characters created by)","Maggie Q, Shane West, Lyndsy Fonseca, Aaron Stanford",English,USA,episode
2711922,The Fact in the Fiction,2013,TV-14,"Comedy, Crime, Drama",Dwight H. Little,"Hart Hanson (created by), Kathy Reichs (inspiration), Keith Foglesong","Emily Deschanel, David Boreanaz, Michaela Conlin, Tamara Taylor",English,USA,episode
2712172,The Fact in the Fiction,2013,TV-14,"Comedy, Crime, Drama",Dwight H. Little,"Hart Hanson (created by), Kathy Reichs (inspiration), Keith Foglesong","Emily Deschanel, David Boreanaz, Michaela Conlin, Tamara Taylor",English,USA,episode
2741616,Tipping Point,2013,TV-14,"Action, Crime, Drama",Dwight H. Little,"Craig Silverstein (developed by), Oliver Grigsby, Luc Besson (characters created by)","Maggie Q, Shane West, Lyndsy Fonseca, Aaron Stanford",English,USA,episode
2803988,Invisible Hand,2013,TV-14,"Action, Crime, Drama",Dwight H. Little,"Craig Silverstein (developed by), Juan Carlos Coto, Luc Besson (characters created by)","Maggie Q, Shane West, Lyndsy Fonseca, Aaron Stanford",English,USA,episode
2304459,23 Blast,2014,PG-13,"Drama, Family, Sport",Dylan Baker,"Bram Hoover, Toni Hoover","Mark Hapka, Bram Hoover, Stephen Lang, Max Adler",English,USA,movie
2917776,23 Blast,2014,PG-13,"Drama, Family, Sport",Dylan Baker,"Bram Hoover, Toni Hoover","Mark Hapka, Bram Hoover, Stephen Lang, Max Adler",English,USA,movie
3675674,Everest,2014,Not Rated,"Short, Drama",Dylan Carnahan,Dylan Carnahan,"Matthew James, Crystal Chaney, Jake Bowman, Alane Spence",English,USA,movie
3810382,Undercover Frat Brother,2014,TV-MA,"Short, Comedy",Dylan VanDam,Rob Fox,"Reese Arrington, Ben Bergman, Rob Fox, Matthew Holcomb",English,USA,movie
2709606,Last Flight of the Champion,2013,PG,"Animation, Comedy, Family",E. Thomas Ewing,"E. Thomas Ewing, Jeremy R. Ewing","Kevin Charles, Luci Christian, Richard Crockett, Rebekah Dahl",English,USA,movie
2389182,Cheap Thrills,2013,Not Rated,"Comedy, Crime, Drama",E.L. Katz,"David Chirchirillo, Trent Haaga","Pat Healy, Sara Paxton, Ethan Embry, David Koechner",English,USA,movie
2467064,Burned,2013,TV-14,"Action, Adventure, Crime",Eagle Egilsson,"Greg Berlanti (developed by), Marc Guggenheim (developed by), Andrew Kreisberg (developed by), Moira Kirland, Ben Sokolowski","Stephen Amell, Katie Cassidy, Colin Donnell, David Ramsey",English,"USA, Canada",episode
2605292,Dodger,2013,TV-14,"Action, Adventure, Crime",Eagle Egilsson,"Greg Berlanti (developed by), Marc Guggenheim (developed by), Andrew Kreisberg (developed by), Beth Schwartz","Stephen Amell, Katie Cassidy, Colin Donnell, David Ramsey",English,USA,episode
2678828,With Fire,2013,TV-14,"Action, Crime, Drama",Eagle Egilsson,"Craig Silverstein (developed by), Juan Carlos Coto, Luc Besson (characters created by)","Maggie Q, Shane West, Lyndsy Fonseca, Aaron Stanford",English,USA,episode
2778866,Fearless,2013,TV-14,"Crime, Drama, Mystery",Eagle Egilsson,"Anthony E. Zuiker (creator), Gavin Harris","Ted Danson, Elisabeth Shue, George Eads, Jorja Fox",English,USA,episode
2834868,Til Death Do Us Part,2013,TV-14,"Action, Crime, Drama",Eagle Egilsson,"Craig Silverstein (developed by), Albert Kim, Luc Besson (characters created by)","Maggie Q, Shane West, Lyndsy Fonseca, Aaron Stanford",English,USA,episode
2909170,Wanted,2013,TV-14,"Action, Crime, Drama",Eagle Egilsson,"Craig Silverstein (developed by), Kristen Reidel, Terry Matalas (executive story editor), Travis Fickett (executive story editor), Luc Besson (characters created by)","Maggie Q, Shane West, Lyndsy Fonseca, Aaron Stanford",English,USA,episode
2930796,Canceled,2013,TV-14,"Action, Crime, Drama",Eagle Egilsson,"Craig Silverstein (developed by), Albert Kim, Juan Carlos Coto, Luc Besson (characters created by)","Maggie Q, Shane West, Lyndsy Fonseca, Aaron Stanford",English,USA,episode
3126168,Crucible,2013,TV-14,"Action, Adventure, Crime",Eagle Egilsson,"Greg Berlanti (developed by), Marc Guggenheim (developed by), Andrew Kreisberg (developed by), Andrew Kreisberg, Wendy Mericle","Stephen Amell, Katie Cassidy, David Ramsey, Willa Holland",English,USA,episode
3421364,Boston Brakes,2014,TV-14,"Crime, Drama, Mystery",Eagle Egilsson,"Anthony E. Zuiker (creator), Christopher Barbour","Ted Danson, Elisabeth Shue, George Eads, Jorja Fox",English,USA,episode
3505760,Quiet Minds,2014,TV-PG,"Adventure, Fantasy, Romance",Eagle Egilsson,"Edward Kitsis (created by), Adam Horowitz (created by), Kalinda Vazquez","Ginnifer Goodwin, Jennifer Morrison, Lana Parrilla, Josh Dallas",English,USA,episode
2539226,A Boy and His Dog,2013,TV-14,"Horror, Mystery, Thriller",Ed Bianchi,"Carlton Cuse (developer), Kerry Ehrin (developer), Anthony Cipriano (developer), Bill Balas, Robert Bloch (characters from the novel ""Psycho"")","Vera Farmiga, Freddie Highmore, Max Thieriot, Olivia Cooke",English,USA,episode
2632936,A Boy and His Dog,2013,TV-14,"Horror, Mystery, Thriller",Ed Bianchi,"Carlton Cuse (developer), Kerry Ehrin (developer), Anthony Cipriano (developer), Bill Balas, Robert Bloch (characters from the novel ""Psycho"")","Vera Farmiga, Freddie Highmore, Max Thieriot, Olivia Cooke",English,USA,episode
2909650,All In,2013,TV-MA,"Crime, Drama, History",Ed Bianchi,"Terence Winter (created by), David Matthews, Nelson Johnson (book)","Steve Buscemi, Kelly Macdonald, Michael Shannon, Shea Whigham",English,USA,episode
3220258,Marriage and Hunting,2013,TV-MA,"Crime, Drama, History",Ed Bianchi,"Terence Winter (created by), David Matthews, Jennifer Ames, Steve Turner, Nelson Johnson (book)","Steve Buscemi, Kelly Macdonald, Michael Shannon, Shea Whigham",English,USA,episode
3458806,The Good Soldier,2014,TV-14,"Crime, Drama, Mystery",Ed Bianchi,"Veena Sud (developer), Nicole Yorkin, Dawn Prestwich","Mireille Enos, Joel Kinnaman, Gregg Henry, Tyler Ross",English,USA,episode
3630704,Plunge,2014,TV-14,"Horror, Mystery, Thriller",Ed Bianchi,"Carlton Cuse (developer), Kerry Ehrin (developer), Anthony Cipriano (developer), Kerry Ehrin, Robert Bloch (based on characters from the novel 'Psycho' by)","Vera Farmiga, Freddie Highmore, Max Thieriot, Olivia Cooke",English,USA,episode
3645372,Meltdown,2014,TV-14,"Horror, Mystery, Thriller",Ed Bianchi,"Carlton Cuse (developer), Kerry Ehrin (developer), Anthony Cipriano (developer), Liz Tigelaar, Nikki Toscano, Robert Bloch (based on characters from the novel 'Psycho' by)","Vera Farmiga, Freddie Highmore, Max Thieriot, Olivia Cooke",English,USA,episode
2034139,The Last Exorcism Part II,2013,PG-13,"Drama, Horror, Thriller",Ed Gass-Donnelly,"Damien Chazelle (screenplay), Ed Gass-Donnelly (screenplay), Damien Chazelle (story), Huck Botko (characters created by), Andrew Gurland (characters created by)","Ashley Bell, Julia Garner, Spencer Treat Clark, David Jensen",English,"USA, France",movie
2876844,Looking Over Jordan,2013,TV-G,Documentary,Ed Jones,Ed Jones,N/A,English,USA,movie
2186663,36 Saints,2013,R,Thriller,Eddy Duran,"Jeffrey De Serrano, Joey Dedio","Donna McKechnie, Franky G, Jeffrey De Serrano, Britne Oldford",English,USA,movie
1213663,The World's End,2013,R,"Action, Comedy, Sci-Fi",Edgar Wright,"Simon Pegg, Edgar Wright","Thomas Law, Zachary Bailess, Jasper Levine, James Tarpey",English,"UK, USA, Japan",movie
1329272,The World's End,2013,R,"Action, Comedy, Sci-Fi",Edgar Wright,"Simon Pegg, Edgar Wright","Thomas Law, Zachary Bailess, Jasper Levine, James Tarpey",English,"UK, USA, Japan",movie
1639081,"The Banksters, Madoff with America",2013,Not Rated,Drama,Edmund Druilhet,Edmund Druilhet,"Tom Sizemore, Michael Madsen, Paul Cohen, Edmund Druilhet",English,USA,movie
4046900,Subterranean,2014,Not Rated,Action,Edna Albano,"Edna Albano, Tulsi Albano","Arlene Barshinger, Tony Marsh, Rick H. Jones, Andrew Scott Ramsey",English,USA,movie
2486630,Fright Night 2,2013,R,"Comedy, Horror, Thriller",Eduardo Rodriguez,Matt Venne,"Will Payne, Jaime Murray, Sean Power, Sacha Parkinson",English,USA,movie
1988621,Exists,2014,R,Horror,Eduardo Sanchez,Jamie Nash,"Dora Madison Burge, Brian Steele, Denise Williamson, Samuel Davis",English,USA,movie
3676856,Reconciliation,2014,TV-14,"Drama, Mystery, Sci-Fi",Edward Ornelas,"Brian K. Vaughan (developer), Stephen King (book), Cathryn Humphris","Mike Vogel, Rachelle Lefevre, Alexander Koch, Eddie Cahill",English,USA,episode
3040098,The Falconer Sport of Kings,2013,TV-G,"Documentary, Adventure, Biography","Edwin Brochin, Fernando del Rio","Edwin Brochin, James A. Swan","Eddie Brochin, Hamshibai Elik, Bamandai Sakal",English,"Mongolia, USA",movie
2849902,Kissing Lying Crying,2013,Not Rated,Short,"Eli Consilvio, James E. Georgopoulos, Greg Siff","Eli Consilvio, Greg Siff","Leia Contois, Elle Evans, Greg Siff",English,USA,movie
2090440,Zombieland,2013,TV-MA,"Adventure, Comedy, Horror",Eli Craig,"Rhett Reese, Paul Wernick","Kirk Ward, Tyler Ross, Maiara Walsh, Izabela Vidovic",English,USA,movie
2403021,The Green Inferno,2013,R,"Adventure, Horror",Eli Roth,"Guillermo Amoedo, Eli Roth","Lorenza Izzo, Ariel Levy, Aaron Burns, Kirby Bliss Blanton",English,"USA, Chile",movie
3791002,Ballad of Billy Badass,2014,Unrated,Action,Elijah Winfrey,N/A,"Rex Baker, Robert Desanti, Tino Faygo, Stephanie Tupper",English,USA,movie
3797268,Curtain Call Mr. Clay,2013,Not rated,"Short, Comedy",Elijah Winfrey,N/A,"Cody Dennis, James Quant, Elijah Winfrey",English,USA,movie
1629242,Careful What You Wish For,2014,R,Thriller,Elizabeth Allen Rosenbaum,Chris Frisina,"Dermot Mulroney, Isabel Lucas, Nick Jonas, Paul Sorvino",English,USA,movie
1333125,Movie 43,2013,R,Comedy,"Elizabeth Banks, Steven Brill, Steve Carr, Rusty Cundieff, James Duffy, Griffin Dunne, Peter Farrelly, Patrik Forsberg, Will Graham, James Gunn, Brett Ratner, Jonathan van Tulleken, Bob Odenkirk","Rocky Russo, Jeremy Sosenko, Ricky Blitt, Rocky Russo (screenplay), Jeremy Sosenko (screenplay), Bill O'Malley (story), Will Graham, Jack Kukoda, Rocky Russo, Jeremy Sosenko, Matt Portenoy, Rocky Russo (screenplay), Jeremy Sosenko (screenplay), Claes Kjellstrom (story), Jonas Wittenmark (story), Tobias Carlson (story), Will Carlough, Jonathan van Tulleken, Elizabeth Shapiro, Patrik Forsberg, Olle Sarri, Jacob Fleisher, Greg Pritikin, Rocky Russo, Jeremy Sosenko, James Gunn","Dennis Quaid, Greg Kinnear, Common, Charlie Saxton",English,USA,movie
